team_long_name,team_api_id,date,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayDribbling,buildUpPlayDribblingClass,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass
RC Lens,8588,2014-09-19,64.0,Balanced,52.0,Normal,49.0,Mixed,Organised,49.0,Normal,53.0,Normal,34.0,Normal,Organised,46.0,Medium,44.0,Press,49.0,Normal,Cover
RC Lens,8588,2015-09-10,64.0,Balanced,44.0,Normal,50.0,Mixed,Organised,49.0,Normal,53.0,Normal,46.0,Normal,Organised,46.0,Medium,44.0,Press,49.0,Normal,Cover
Levante UD,8581,2014-09-19,57.0,Balanced,51.0,Normal,63.0,Mixed,Organised,55.0,Normal,61.0,Normal,52.0,Normal,Organised,47.0,Medium,52.0,Press,56.0,Normal,Cover
Levante UD,8581,2015-09-10,62.0,Balanced,36.0,Normal,65.0,Mixed,Organised,71.0,Risky,42.0,Normal,65.0,Normal,Organised,36.0,Medium,33.0,Contain,42.0,Normal,Cover
Lierse SK,9989,2014-09-19,69.0,Fast,44.0,Normal,58.0,Mixed,Organised,56.0,Normal,52.0,Normal,61.0,Normal,Organised,38.0,Medium,49.0,Press,65.0,Normal,Cover
Lierse SK,9989,2015-09-10,69.0,Fast,44.0,Normal,58.0,Mixed,Organised,56.0,Normal,52.0,Normal,61.0,Normal,Organised,38.0,Medium,49.0,Press,65.0,Normal,Cover
LOSC Lille,8639,2014-09-19,45.0,Balanced,65.0,Normal,42.0,Mixed,Organised,68.0,Risky,52.0,Normal,49.0,Normal,Organised,59.0,Medium,42.0,Press,48.0,Normal,Cover
LOSC Lille,8639,2015-09-10,45.0,Balanced,36.0,Normal,43.0,Mixed,Organised,68.0,Risky,52.0,Normal,64.0,Normal,Organised,59.0,Medium,42.0,Press,48.0,Normal,Cover
Liverpool,8650,2014-09-19,71.0,Fast,48.0,Normal,32.0,Short,Organised,34.0,Normal,41.0,Normal,61.0,Normal,Organised,51.0,Medium,48.0,Press,62.0,Normal,Cover
Liverpool,8650,2015-09-10,66.0,Balanced,60.0,Normal,45.0,Mixed,Organised,34.0,Normal,34.0,Normal,46.0,Normal,Organised,51.0,Medium,52.0,Press,61.0,Normal,Cover
Livorno,8537,2014-09-19,58.0,Balanced,58.0,Normal,67.0,Long,Organised,38.0,Normal,23.0,Little,77.0,Lots,Organised,29.0,Deep,57.0,Press,32.0,Narrow,Cover
Livorno,8537,2015-09-10,58.0,Balanced,58.0,Normal,67.0,Long,Organised,38.0,Normal,27.0,Little,69.0,Lots,Organised,31.0,Deep,57.0,Press,38.0,Normal,Cover
Widzew Łódź,8244,2014-09-19,66.0,Balanced,52.0,Normal,72.0,Long,Organised,66.0,Normal,67.0,Lots,51.0,Normal,Organised,36.0,Medium,38.0,Press,65.0,Normal,Cover
Sporting Lokeren,9994,2014-09-19,62.0,Balanced,45.0,Normal,52.0,Mixed,Organised,42.0,Normal,50.0,Normal,62.0,Normal,Organised,45.0,Medium,52.0,Press,52.0,Normal,Cover
Sporting Lokeren,9994,2015-09-10,62.0,Balanced,45.0,Normal,52.0,Mixed,Organised,42.0,Normal,50.0,Normal,62.0,Normal,Organised,45.0,Medium,52.0,Press,52.0,Normal,Cover
FC Lorient,8689,2014-09-19,60.0,Balanced,56.0,Normal,42.0,Mixed,Organised,48.0,Normal,53.0,Normal,64.0,Normal,Organised,43.0,Medium,47.0,Press,48.0,Normal,Cover
FC Lorient,8689,2015-09-10,57.0,Balanced,42.0,Normal,50.0,Mixed,Organised,48.0,Normal,53.0,Normal,46.0,Normal,Organised,51.0,Medium,56.0,Press,55.0,Normal,Cover
FC Luzern,10199,2014-09-19,63.0,Balanced,51.0,Normal,51.0,Mixed,Organised,54.0,Normal,40.0,Normal,66.0,Normal,Organised,48.0,Medium,53.0,Press,50.0,Normal,Cover
FC Luzern,10199,2015-09-10,63.0,Balanced,51.0,Normal,51.0,Mixed,Organised,54.0,Normal,40.0,Normal,66.0,Normal,Organised,48.0,Medium,53.0,Press,50.0,Normal,Cover
Olympique Lyonnais,9748,2014-09-19,49.0,Balanced,60.0,Normal,52.0,Mixed,Organised,49.0,Normal,54.0,Normal,67.0,Lots,Organised,46.0,Medium,47.0,Press,47.0,Normal,Cover
Olympique Lyonnais,9748,2015-09-10,49.0,Balanced,60.0,Normal,52.0,Mixed,Organised,49.0,Normal,54.0,Normal,67.0,Lots,Organised,46.0,Medium,47.0,Press,47.0,Normal,Cover
1. FSV Mainz 05,9905,2014-09-19,67.0,Fast,54.0,Normal,57.0,Mixed,Organised,55.0,Normal,38.0,Normal,44.0,Normal,Organised,53.0,Medium,60.0,Press,52.0,Normal,Cover
1. FSV Mainz 05,9905,2015-09-10,60.0,Balanced,43.0,Normal,53.0,Mixed,Organised,49.0,Normal,40.0,Normal,44.0,Normal,Organised,55.0,Medium,62.0,Press,47.0,Normal,Cover
Málaga CF,9864,2014-09-19,45.0,Balanced,42.0,Normal,36.0,Mixed,Organised,69.0,Risky,69.0,Lots,50.0,Normal,Organised,64.0,Medium,58.0,Press,42.0,Normal,Cover
Málaga CF,9864,2015-09-10,42.0,Balanced,51.0,Normal,36.0,Mixed,Organised,41.0,Normal,40.0,Normal,50.0,Normal,Organised,47.0,Medium,37.0,Press,52.0,Normal,Offside Trap
RCD Mallorca,8661,2014-09-19,62.0,Balanced,53.0,Normal,57.0,Mixed,Organised,53.0,Normal,57.0,Normal,53.0,Normal,Organised,59.0,Medium,41.0,Press,56.0,Normal,Cover
RCD Mallorca,8661,2015-09-10,62.0,Balanced,53.0,Normal,57.0,Mixed,Organised,53.0,Normal,57.0,Normal,53.0,Normal,Organised,59.0,Medium,41.0,Press,56.0,Normal,Cover
Manchester City,8456,2014-09-19,59.0,Balanced,35.0,Normal,29.0,Short,Organised,32.0,Safe,49.0,Normal,62.0,Normal,Organised,42.0,Medium,44.0,Press,54.0,Normal,Cover
Manchester City,8456,2015-09-10,59.0,Balanced,35.0,Normal,29.0,Short,Free Form,38.0,Normal,36.0,Normal,24.0,Little,Free Form,48.0,Medium,47.0,Press,54.0,Normal,Cover
Manchester United,10260,2014-09-19,46.0,Balanced,34.0,Normal,54.0,Mixed,Organised,49.0,Normal,72.0,Lots,56.0,Normal,Organised,42.0,Medium,41.0,Press,56.0,Normal,Cover
Manchester United,10260,2015-09-10,38.0,Balanced,42.0,Normal,44.0,Mixed,Organised,49.0,Normal,44.0,Normal,40.0,Normal,Organised,54.0,Medium,53.0,Press,56.0,Normal,Cover
CS Marítimo,10212,2014-09-19,67.0,Fast,49.0,Normal,66.0,Mixed,Free Form,67.0,Risky,64.0,Normal,55.0,Normal,Organised,37.0,Medium,45.0,Press,44.0,Normal,Cover
CS Marítimo,10212,2015-09-10,61.0,Balanced,49.0,Normal,66.0,Mixed,Organised,67.0,Risky,64.0,Normal,55.0,Normal,Organised,38.0,Medium,49.0,Press,46.0,Normal,Cover
Olympique de Marseille,8592,2014-09-19,51.0,Balanced,62.0,Normal,50.0,Mixed,Organised,49.0,Normal,69.0,Lots,68.0,Lots,Organised,48.0,Medium,48.0,Press,60.0,Normal,Cover
Olympique de Marseille,8592,2015-09-10,51.0,Balanced,77.0,Lots,41.0,Mixed,Organised,49.0,Normal,69.0,Lots,31.0,Little,Organised,48.0,Medium,48.0,Press,60.0,Normal,Cover
FC Metz,8550,2014-09-19,55.0,Balanced,42.0,Normal,49.0,Mixed,Organised,49.0,Normal,54.0,Normal,53.0,Normal,Organised,46.0,Medium,54.0,Press,50.0,Normal,Cover
FC Metz,8550,2015-09-10,55.0,Balanced,48.0,Normal,49.0,Mixed,Organised,46.0,Normal,54.0,Normal,53.0,Normal,Organised,39.0,Medium,46.0,Press,42.0,Normal,Cover
Middlesbrough,8549,2014-09-19,60.0,Balanced,28.0,Little,56.0,Mixed,Organised,49.0,Normal,56.0,Normal,72.0,Lots,Organised,38.0,Medium,42.0,Press,42.0,Normal,Cover
Middlesbrough,8549,2015-09-10,60.0,Balanced,32.0,Little,46.0,Mixed,Organised,43.0,Normal,55.0,Normal,37.0,Normal,Organised,38.0,Medium,42.0,Press,42.0,Normal,Cover
AS Monaco,9829,2014-09-19,52.0,Balanced,68.0,Lots,48.0,Mixed,Organised,37.0,Normal,37.0,Normal,37.0,Normal,Organised,35.0,Medium,34.0,Press,51.0,Normal,Cover
AS Monaco,9829,2015-09-10,52.0,Balanced,42.0,Normal,43.0,Mixed,Organised,54.0,Normal,56.0,Normal,23.0,Little,Organised,56.0,Medium,62.0,Press,51.0,Normal,Cover
RAEC Mons,9998,2014-09-19,55.0,Balanced,50.0,Normal,55.0,Mixed,Organised,55.0,Normal,67.0,Lots,46.0,Normal,Organised,46.0,Medium,45.0,Press,47.0,Normal,Cover
Montpellier Hérault SC,10249,2014-09-19,52.0,Balanced,58.0,Normal,47.0,Mixed,Organised,48.0,Normal,49.0,Normal,52.0,Normal,Organised,53.0,Medium,56.0,Press,48.0,Normal,Cover
Montpellier Hérault SC,10249,2015-09-10,54.0,Balanced,43.0,Normal,65.0,Mixed,Organised,48.0,Normal,49.0,Normal,45.0,Normal,Organised,53.0,Medium,56.0,Press,48.0,Normal,Cover
Moreirense FC,8348,2015-09-10,38.0,Balanced,58.0,Normal,43.0,Mixed,Organised,51.0,Normal,54.0,Normal,39.0,Normal,Organised,44.0,Medium,46.0,Press,48.0,Normal,Cover
Motherwell,9927,2014-09-19,70.0,Fast,47.0,Normal,55.0,Mixed,Organised,42.0,Normal,47.0,Normal,60.0,Normal,Organised,41.0,Medium,43.0,Press,62.0,Normal,Cover
Motherwell,9927,2015-09-10,64.0,Balanced,46.0,Normal,55.0,Mixed,Organised,44.0,Normal,45.0,Normal,27.0,Little,Organised,37.0,Medium,44.0,Press,51.0,Normal,Cover
Royal Excel Mouscron,274581,2015-09-10,50.0,Balanced,50.0,Normal,50.0,Mixed,Organised,50.0,Normal,50.0,Normal,50.0,Normal,Organised,45.0,Medium,45.0,Press,50.0,Normal,Cover
Royal Excel Mouscron,9996,2015-09-10,50.0,Balanced,50.0,Normal,50.0,Mixed,Organised,50.0,Normal,50.0,Normal,50.0,Normal,Organised,45.0,Medium,45.0,Press,50.0,Normal,Cover
Royal Excel Mouscron,9996,2015-09-10,50.0,Balanced,50.0,Normal,50.0,Mixed,Organised,50.0,Normal,50.0,Normal,50.0,Normal,Organised,45.0,Medium,45.0,Press,50.0,Normal,Cover
NAC Breda,9761,2014-09-19,46.0,Balanced,44.0,Normal,54.0,Mixed,Organised,32.0,Safe,42.0,Normal,42.0,Normal,Organised,43.0,Medium,39.0,Press,50.0,Normal,Cover
NAC Breda,9761,2015-09-10,45.0,Balanced,49.0,Normal,59.0,Mixed,Organised,32.0,Safe,42.0,Normal,54.0,Normal,Organised,36.0,Medium,39.0,Press,40.0,Normal,Cover
CD Nacional,10214,2014-09-19,41.0,Balanced,59.0,Normal,43.0,Mixed,Organised,53.0,Normal,44.0,Normal,53.0,Normal,Organised,42.0,Medium,42.0,Press,57.0,Normal,Cover
CD Nacional,10214,2015-09-10,65.0,Balanced,59.0,Normal,43.0,Mixed,Organised,53.0,Normal,44.0,Normal,53.0,Normal,Organised,42.0,Medium,42.0,Press,57.0,Normal,Cover
AS Nancy-Lorraine,8481,2014-09-19,49.0,Balanced,48.0,Normal,49.0,Mixed,Organised,52.0,Normal,53.0,Normal,67.0,Lots,Organised,43.0,Medium,46.0,Press,50.0,Normal,Cover
AS Nancy-Lorraine,8481,2015-09-10,49.0,Balanced,48.0,Normal,49.0,Mixed,Organised,52.0,Normal,53.0,Normal,67.0,Lots,Organised,43.0,Medium,46.0,Press,50.0,Normal,Cover
FC Nantes,9830,2014-09-19,63.0,Balanced,53.0,Normal,48.0,Mixed,Organised,52.0,Normal,55.0,Normal,49.0,Normal,Organised,47.0,Medium,51.0,Press,54.0,Normal,Cover
FC Nantes,9830,2015-09-10,63.0,Balanced,70.0,Lots,56.0,Mixed,Organised,52.0,Normal,55.0,Normal,46.0,Normal,Organised,39.0,Medium,41.0,Press,52.0,Normal,Cover
N.E.C.,8464,2014-09-19,49.0,Balanced,42.0,Normal,59.0,Mixed,Organised,52.0,Normal,49.0,Normal,55.0,Normal,Organised,40.0,Medium,48.0,Press,53.0,Normal,Cover
Newcastle United,10261,2014-09-19,54.0,Balanced,33.0,Little,47.0,Mixed,Organised,47.0,Normal,51.0,Normal,39.0,Normal,Organised,56.0,Medium,54.0,Press,51.0,Normal,Cover
Newcastle United,10261,2015-09-10,58.0,Balanced,45.0,Normal,49.0,Mixed,Organised,47.0,Normal,54.0,Normal,46.0,Normal,Organised,41.0,Medium,39.0,Press,51.0,Normal,Cover
OGC Nice,9831,2014-09-19,48.0,Balanced,61.0,Normal,66.0,Mixed,Organised,49.0,Normal,66.0,Normal,34.0,Normal,Organised,56.0,Medium,47.0,Press,64.0,Normal,Cover
OGC Nice,9831,2015-09-10,48.0,Balanced,55.0,Normal,53.0,Mixed,Organised,49.0,Normal,66.0,Normal,38.0,Normal,Organised,57.0,Medium,47.0,Press,61.0,Normal,Cover
Norwich City,9850,2014-09-19,45.0,Balanced,28.0,Little,64.0,Mixed,Organised,55.0,Normal,67.0,Lots,42.0,Normal,Organised,40.0,Medium,43.0,Press,51.0,Normal,Cover
Norwich City,9850,2015-09-10,45.0,Balanced,38.0,Normal,55.0,Mixed,Organised,46.0,Normal,54.0,Normal,47.0,Normal,Organised,38.0,Medium,39.0,Press,51.0,Normal,Cover
Novara,6269,2014-09-19,66.0,Balanced,57.0,Normal,56.0,Mixed,Organised,56.0,Normal,55.0,Normal,57.0,Normal,Organised,36.0,Medium,49.0,Press,53.0,Normal,Cover
1. FC Nürnberg,8165,2014-09-19,46.0,Balanced,62.0,Normal,38.0,Mixed,Organised,58.0,Normal,48.0,Normal,55.0,Normal,Organised,51.0,Medium,50.0,Press,47.0,Normal,Cover
1. FC Nürnberg,8165,2015-09-10,46.0,Balanced,58.0,Normal,49.0,Mixed,Organised,51.0,Normal,52.0,Normal,59.0,Normal,Organised,30.0,Deep,40.0,Press,44.0,Normal,Cover
CD Numancia,8388,2014-09-19,44.0,Balanced,48.0,Normal,45.0,Mixed,Organised,54.0,Normal,41.0,Normal,57.0,Normal,Organised,50.0,Medium,46.0,Press,62.0,Normal,Cover
CD Numancia,8388,2015-09-10,44.0,Balanced,48.0,Normal,45.0,Mixed,Organised,54.0,Normal,41.0,Normal,57.0,Normal,Organised,50.0,Medium,46.0,Press,62.0,Normal,Cover
S.C. Olhanense,2033,2014-09-19,45.0,Balanced,62.0,Normal,40.0,Mixed,Organised,53.0,Normal,37.0,Normal,44.0,Normal,Organised,37.0,Medium,24.0,Contain,44.0,Normal,Cover
KV Oostende,8573,2014-09-19,52.0,Balanced,49.0,Normal,54.0,Mixed,Organised,45.0,Normal,42.0,Normal,53.0,Normal,Organised,42.0,Medium,47.0,Press,44.0,Normal,Cover
KV Oostende,8573,2015-09-10,52.0,Balanced,49.0,Normal,54.0,Mixed,Organised,45.0,Normal,42.0,Normal,53.0,Normal,Organised,42.0,Medium,47.0,Press,44.0,Normal,Cover
CA Osasuna,8371,2014-09-19,38.0,Balanced,53.0,Normal,52.0,Mixed,Organised,55.0,Normal,59.0,Normal,54.0,Normal,Organised,47.0,Medium,52.0,Press,65.0,Normal,Cover
CA Osasuna,8371,2015-09-10,38.0,Balanced,53.0,Normal,52.0,Mixed,Organised,55.0,Normal,59.0,Normal,54.0,Normal,Organised,47.0,Medium,52.0,Press,69.0,Wide,Cover
Oud-Heverlee Leuven,1773,2014-09-19,52.0,Balanced,51.0,Normal,50.0,Mixed,Organised,50.0,Normal,53.0,Normal,54.0,Normal,Organised,43.0,Medium,44.0,Press,50.0,Normal,Cover
FC Paços de Ferreira,6403,2014-09-19,38.0,Balanced,40.0,Normal,39.0,Mixed,Organised,52.0,Normal,53.0,Normal,52.0,Normal,Organised,36.0,Medium,39.0,Press,64.0,Normal,Cover
FC Paços de Ferreira,6403,2015-09-10,63.0,Balanced,40.0,Normal,39.0,Mixed,Organised,64.0,Normal,53.0,Normal,52.0,Normal,Organised,36.0,Medium,39.0,Press,64.0,Normal,Cover
SC Paderborn 07,8460,2014-09-19,73.0,Fast,46.0,Normal,55.0,Mixed,Organised,52.0,Normal,48.0,Normal,63.0,Normal,Organised,33.0,Deep,55.0,Press,53.0,Normal,Cover
SC Paderborn 07,8460,2015-09-10,67.0,Fast,46.0,Normal,62.0,Mixed,Organised,56.0,Normal,48.0,Normal,56.0,Normal,Organised,25.0,Deep,29.0,Contain,54.0,Normal,Cover
Palermo,8540,2014-09-19,66.0,Balanced,55.0,Normal,37.0,Mixed,Organised,56.0,Normal,34.0,Normal,63.0,Normal,Organised,43.0,Medium,42.0,Press,48.0,Normal,Cover
Palermo,8540,2015-09-10,66.0,Balanced,66.0,Normal,36.0,Mixed,Organised,60.0,Normal,34.0,Normal,64.0,Normal,Organised,44.0,Medium,58.0,Press,50.0,Normal,Cover
Paris Saint-Germain,9847,2014-09-19,49.0,Balanced,70.0,Lots,55.0,Mixed,Organised,62.0,Normal,61.0,Normal,68.0,Lots,Organised,57.0,Medium,53.0,Press,56.0,Normal,Cover
Paris Saint-Germain,9847,2015-09-10,49.0,Balanced,47.0,Normal,34.0,Mixed,Organised,62.0,Normal,61.0,Normal,35.0,Normal,Organised,57.0,Medium,53.0,Press,56.0,Normal,Cover
Parma,10167,2014-09-19,48.0,Balanced,71.0,Lots,33.0,Short,Organised,69.0,Risky,62.0,Normal,45.0,Normal,Organised,54.0,Medium,66.0,Press,46.0,Normal,Offside Trap
Parma,10167,2015-09-10,48.0,Balanced,66.0,Normal,33.0,Short,Organised,69.0,Risky,62.0,Normal,45.0,Normal,Organised,43.0,Medium,43.0,Press,46.0,Normal,Cover
Partick Thistle F.C.,8426,2014-09-19,48.0,Balanced,50.0,Normal,37.0,Mixed,Organised,49.0,Normal,50.0,Normal,52.0,Normal,Organised,47.0,Medium,44.0,Press,52.0,Normal,Cover
Partick Thistle F.C.,8426,2015-09-10,48.0,Balanced,48.0,Normal,47.0,Mixed,Organised,47.0,Normal,53.0,Normal,60.0,Normal,Organised,46.0,Medium,46.0,Press,49.0,Normal,Cover
PEC Zwolle,6413,2014-09-19,57.0,Balanced,41.0,Normal,39.0,Mixed,Organised,57.0,Normal,50.0,Normal,54.0,Normal,Organised,58.0,Medium,60.0,Press,63.0,Normal,Cover
PEC Zwolle,6413,2015-09-10,45.0,Balanced,35.0,Normal,56.0,Mixed,Organised,57.0,Normal,50.0,Normal,58.0,Normal,Organised,58.0,Medium,60.0,Press,63.0,Normal,Cover
FC Penafiel,6547,2015-09-10,54.0,Balanced,54.0,Normal,39.0,Mixed,Organised,52.0,Normal,56.0,Normal,38.0,Normal,Organised,40.0,Medium,35.0,Press,46.0,Normal,Cover
Pescara,9878,2014-09-19,64.0,Balanced,52.0,Normal,36.0,Mixed,Organised,51.0,Normal,64.0,Normal,54.0,Normal,Organised,26.0,Deep,46.0,Press,48.0,Normal,Cover
Pescara,9878,2015-09-10,64.0,Balanced,31.0,Little,53.0,Mixed,Organised,41.0,Normal,49.0,Normal,41.0,Normal,Organised,39.0,Medium,46.0,Press,43.0,Normal,Cover
Piast Gliwice,8028,2014-09-19,64.0,Balanced,52.0,Normal,67.0,Long,Organised,64.0,Normal,66.0,Normal,39.0,Normal,Organised,36.0,Medium,45.0,Press,48.0,Normal,Cover
Piast Gliwice,8028,2015-09-10,64.0,Balanced,52.0,Normal,67.0,Long,Organised,64.0,Normal,66.0,Normal,39.0,Normal,Organised,36.0,Medium,45.0,Press,48.0,Normal,Cover
Podbeskidzie Bielsko-Biała,8033,2014-09-19,72.0,Fast,55.0,Normal,66.0,Mixed,Organised,66.0,Normal,51.0,Normal,49.0,Normal,Organised,29.0,Deep,35.0,Press,38.0,Normal,Cover
Podbeskidzie Bielsko-Biała,8033,2015-09-10,68.0,Fast,55.0,Normal,66.0,Mixed,Organised,66.0,Normal,51.0,Normal,49.0,Normal,Organised,29.0,Deep,35.0,Press,38.0,Normal,Cover
Pogoń Szczecin,8023,2014-09-19,50.0,Balanced,48.0,Normal,36.0,Mixed,Free Form,52.0,Normal,36.0,Normal,52.0,Normal,Organised,50.0,Medium,60.0,Press,47.0,Normal,Cover
Pogoń Szczecin,8023,2015-09-10,50.0,Balanced,33.0,Little,36.0,Mixed,Organised,52.0,Normal,40.0,Normal,52.0,Normal,Organised,57.0,Medium,54.0,Press,47.0,Normal,Cover
Portsmouth,8462,2014-09-19,59.0,Balanced,32.0,Little,57.0,Mixed,Organised,49.0,Normal,47.0,Normal,53.0,Normal,Organised,39.0,Medium,40.0,Press,44.0,Normal,Cover
Portsmouth,8462,2015-09-10,59.0,Balanced,32.0,Little,57.0,Mixed,Organised,49.0,Normal,47.0,Normal,53.0,Normal,Organised,39.0,Medium,40.0,Press,44.0,Normal,Cover
PSV,8640,2014-09-19,67.0,Fast,35.0,Normal,40.0,Mixed,Organised,53.0,Normal,53.0,Normal,55.0,Normal,Organised,50.0,Medium,62.0,Press,55.0,Normal,Cover
PSV,8640,2015-09-10,67.0,Fast,43.0,Normal,43.0,Mixed,Organised,53.0,Normal,44.0,Normal,28.0,Little,Organised,40.0,Medium,40.0,Press,48.0,Normal,Cover
Queens Park Rangers,10172,2014-09-19,52.0,Balanced,36.0,Normal,53.0,Mixed,Organised,53.0,Normal,54.0,Normal,54.0,Normal,Organised,50.0,Medium,44.0,Press,54.0,Normal,Cover
Queens Park Rangers,10172,2015-09-10,30.0,Slow,39.0,Normal,61.0,Mixed,Organised,53.0,Normal,53.0,Normal,60.0,Normal,Organised,50.0,Medium,44.0,Press,54.0,Normal,Cover
Racing Santander,8696,2015-09-10,48.0,Balanced,52.0,Normal,47.0,Mixed,Organised,53.0,Normal,53.0,Normal,53.0,Normal,Organised,51.0,Medium,47.0,Press,53.0,Normal,Cover
Rangers,8548,2014-09-19,45.0,Balanced,49.0,Normal,45.0,Mixed,Organised,38.0,Normal,62.0,Normal,60.0,Normal,Organised,48.0,Medium,48.0,Press,62.0,Normal,Cover
Rangers,8548,2015-09-10,45.0,Balanced,53.0,Normal,55.0,Mixed,Organised,38.0,Normal,62.0,Normal,53.0,Normal,Organised,48.0,Medium,48.0,Press,55.0,Normal,Cover
Rayo Vallecano,8370,2014-09-19,45.0,Balanced,52.0,Normal,44.0,Mixed,Organised,44.0,Normal,44.0,Normal,47.0,Normal,Organised,63.0,Medium,51.0,Press,59.0,Normal,Cover
Rayo Vallecano,8370,2015-09-10,29.0,Slow,52.0,Normal,44.0,Mixed,Organised,44.0,Normal,44.0,Normal,47.0,Normal,Organised,54.0,Medium,52.0,Press,63.0,Normal,Cover
Reading,9798,2014-09-19,44.0,Balanced,26.0,Little,72.0,Long,Organised,71.0,Risky,39.0,Normal,37.0,Normal,Organised,58.0,Medium,52.0,Press,52.0,Normal,Cover
Reading,9798,2015-09-10,44.0,Balanced,36.0,Normal,64.0,Mixed,Organised,62.0,Normal,65.0,Normal,42.0,Normal,Organised,51.0,Medium,47.0,Press,52.0,Normal,Cover
Real Betis Balompié,8603,2014-09-19,59.0,Balanced,49.0,Normal,37.0,Mixed,Organised,59.0,Normal,43.0,Normal,53.0,Normal,Organised,58.0,Medium,49.0,Press,58.0,Normal,Cover
Real Betis Balompié,8603,2015-09-10,59.0,Balanced,49.0,Normal,37.0,Mixed,Organised,59.0,Normal,43.0,Normal,53.0,Normal,Organised,58.0,Medium,49.0,Press,58.0,Normal,Cover
Real Madrid CF,8633,2014-09-19,50.0,Balanced,54.0,Normal,41.0,Mixed,Organised,68.0,Risky,54.0,Normal,69.0,Lots,Free Form,39.0,Medium,49.0,Press,65.0,Normal,Cover
Real Madrid CF,8633,2015-09-10,50.0,Balanced,57.0,Normal,46.0,Mixed,Free Form,61.0,Normal,41.0,Normal,63.0,Normal,Free Form,52.0,Medium,60.0,Press,63.0,Normal,Cover
Real Sociedad,8560,2014-09-19,35.0,Balanced,52.0,Normal,36.0,Mixed,Organised,60.0,Normal,52.0,Normal,59.0,Normal,Organised,48.0,Medium,53.0,Press,65.0,Normal,Cover
Real Sociedad,8560,2015-09-10,60.0,Balanced,52.0,Normal,50.0,Mixed,Organised,54.0,Normal,60.0,Normal,52.0,Normal,Organised,49.0,Medium,53.0,Press,53.0,Normal,Cover
RC Recreativo,8479,2014-09-19,41.0,Balanced,53.0,Normal,54.0,Mixed,Organised,45.0,Normal,50.0,Normal,35.0,Normal,Organised,40.0,Medium,49.0,Press,62.0,Normal,Cover
RC Recreativo,8479,2015-09-10,37.0,Balanced,38.0,Normal,43.0,Mixed,Organised,30.0,Safe,42.0,Normal,37.0,Normal,Organised,40.0,Medium,49.0,Press,54.0,Normal,Cover
Reggio Calabria,8690,2014-09-19,52.0,Balanced,55.0,Normal,56.0,Mixed,Organised,57.0,Normal,74.0,Lots,53.0,Normal,Organised,38.0,Medium,48.0,Press,52.0,Normal,Cover
Stade de Reims,9837,2014-09-19,48.0,Balanced,58.0,Normal,48.0,Mixed,Organised,48.0,Normal,52.0,Normal,50.0,Normal,Organised,33.0,Deep,44.0,Press,50.0,Normal,Cover
Stade de Reims,9837,2015-09-10,48.0,Balanced,37.0,Normal,49.0,Mixed,Organised,48.0,Normal,52.0,Normal,58.0,Normal,Organised,33.0,Deep,44.0,Press,50.0,Normal,Cover
